images,specs,category,product_type,brand,type,sku,normal_price,description,tags,link_tokopedia,link_whatsapp,image_1,image_2,image_3,image_4,slug,name
https://ik.imagekit.io/eropa/products/Speaker_SHARP_CBOXRB1280UBL_g3cQQaTiw0-.png?updatedAt=1635318054401,"[{""name"":""Berat"",""value"":""50 kg""},{""name"":""Woofer"",""value"":""12\""""},{""name"":""Midrange"",""value"":""5\""""},{""name"":""Mic"",""value"":""2 ports input""},{""name"":""Tweeter"",""value"":""1\""""},{""name"":""Speaker system"",""value"":""3-way speaker system""},{""name"":""Treble "",""value"":""Yes""},{""name"":""Amplifier system"",""value"":""No""},{""name"":""X Bass"",""value"":""Yes""},{""name"":""Power Supply"",""value"":""AC 220 Volt, 50 / 60 Hz""}]",Audio,Speaker Aktif,Sharp,CBOXRB1280UBL,,2078000,<p>Fitur :<br />- PMPO 22.000 W<br />- Kevlar Design with Carbon Finishing<br />- Bluetooth Function<br />- FM Radio<br />- USB &amp; SD Card Slot</p>,"speaker,speakeraktif,speakerbluetooth,speakersharp,sharp",https://www.tokopedia.com/tokoeropa-1/sharp-cbox-rb1280ubl-active-speaker,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Speaker_SHARP_CBOXRB1280UBL_g3cQQaTiw0-.png?updatedAt=1635318054401,,,,audio-speaker-aktif-sharp-cboxrb1280ubl,Audio Speaker Aktif Sharp CBOXRB1280UBL
https://ik.imagekit.io/eropa/products/Sterilizer_Box_POLYTRON_PUV_122W_AvzNo1XvxI.png?updatedAt=1635390841762 https://ik.imagekit.io/eropa/products/Sterilizer_Box_POLYTRON_PUV_122W_1_DequFEUc9K.png?updatedAt=1635390841564,"[{""name"":""Berat"",""value"":""6 kg""},{""name"":""Panjang"",""value"":""285 mm""},{""name"":""Lebar"",""value"":""340 mm""},{""name"":""Tinggi"",""value"":""400 mm""},{""name"":""Rated input selection/impedance"",""value"":""64 W""},{""name"":""Power Supply"",""value"":""220V/50Hz""},{""name"":""Uv C light"",""value"":""Poland Philips""},{""name"":""Uv C wavelength"",""value"":""253.7 nm""},{""name"":""Capacity"",""value"":""22 L""},{""name"":""Noise Level"",""value"":""≤ 20 dB""},{""name"":""Drying temperature"",""value"":""60°C""},{""name"":""Killing bacteria"",""value"":""0.99""},{""name"":""Inner cabinet material"",""value"":""Food Grade SUS403""},{""name"":""Inner door material"",""value"":""Food Grade SUS403""},{""name"":""Shelf material"",""value"":""Food Grade SUS403""}]",Kesehatan,Sterilizer Box,Polytron,PUV122W,,1597500,"<p>Fitur :<br />- UV Sterilizer box (UV-C Lamp / UV Mode) : Mengunakan sistem waterless heater dan dilanjutkan dengan menggunakan gelombang UV-C yang dapat menonaktifkan bakteri &amp; virus mikroskopik hingga 99,99%<br />- DRY Mode : Mengeringkan dengan panas hingga 60 derajat celcius<br />- HEPA Filter + Activated Carbon Filter : Menyaring partikel debu dan kuman, serta menghilangkan bau tidak sedap<br />- Food Grade : Terbuat dari bahan material yang aman untuk makanan<br />- STORAGE Mode : Dapat digunakan sebagai tempat penyimpanan yang otomatis mengoperasikan ""DRY MODE"" dan ""UV MODE"" secara berkala<br />- Multipurpose : Dapat digunakan untuk mensterilisasi berbagai barang, seperti peralatan makan, paket, uang, botol, masker kain, handphone, dompet, dan lainnya</p>","sterilizerbox,polytron",https://www.tokopedia.com/tokoeropa-1/sterilizer,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Sterilizer_Box_POLYTRON_PUV_122W_AvzNo1XvxI.png?updatedAt=1635390841762,https://ik.imagekit.io/eropa/products/Sterilizer_Box_POLYTRON_PUV_122W_1_DequFEUc9K.png?updatedAt=1635390841564,,,kesehatan-sterilizer-box-polytron-puv122w,Kesehatan Sterilizer Box Polytron PUV122W
https://ik.imagekit.io/eropa/products/AC_SHARP_AH5UCYN_l2_YcMTUwNf.png?updatedAt=1635401197573,"[{""name"":""Rated input selection/impedance"",""value"":""340 W""},{""name"":""Refrigrant"",""value"":""Freon R32""},{""name"":""Cooling capacity"",""value"":""BTU/h 4900""},{""name"":""In door dimensions"",""value"":""70x25x19cm""},{""name"":""Out door dimensions"",""value"":""72x43x31cm""}]",AC & Cooler,AC 1/2 PK,Sharp,AHA5UCYN,,3242500,"<p>Fitur<br />- R32 Freon terbaru yang sangat ramah lingkungan &amp; tidak merusak lapisan ozon<br />- Turbo Cool, Kipas unit indoor akan bekerja dengan kecepatan maksimum untuk mempercepat pendinginan ruangan<br />- Self Diagnosis, Ketika status AC dalam keadaan tidak normal, panel pada unit akan berkedip untuk menunjukkan kode error yang sedang terjadi<br />-X-Fan Function, Jika AC dimatikan, kipas unit indoor akan tetap beroperasi sebentar dengan kecepatan rendah untuk meniupkan sisa air di dalam saluran udara</p>","ac,pendinginruangan,sharp",https://www.tokopedia.com/tokoeropa-1/ac-sharp-1-2-pk-ah-a5ucyn-aha-5ucyn-340w,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/AC_SHARP_AH5UCYN_l2_YcMTUwNf.png?updatedAt=1635401197573,,,,ac-cooler-ac-12-pk-sharp-aha5ucyn,AC & Cooler AC 1/2 PK Sharp AHA5UCYN
https://ik.imagekit.io/eropa/products/Kettle_TURBO_EHL1058_n4DzI9oYxO.png?updatedAt=1635401841983,"[{""name"":""Rated input selection/impedance"",""value"":""500 W""},{""name"":""Power Supply"",""value"":""220V 50Hz""},{""name"":""Capacity"",""value"":""1 L""},{""name"":""Material"",""value"":""Stainless steel body \u0026 Inner Lid, Food Grade SUS 304""},{""name"":""Tombol"",""value"":""Lampu Indikator untuk ON/OFF""}]",Kompor & Peralatan Masak,Teko Listrik,Turbo,EHL1058,,183500,"<p>Fitur :</p>
<p>- Single water window : untuk melihat proses pendidihan air<br />- Menggunakan STRIX Thermostat yang diimport dari UK untuk pengontrolan suhu yang sangat presisi, sehingga hemat listrik<br />- Boil dry protection mencegah Ketel menyala saat tidak ada air<br />- Automatic shut-off after boiling mati secara otomatis jika air sudah mendidih</p>",TURBO Kettle Stainless 1 Liter - EHL1058 Teko Listrik EHL 1058,https://www.tokopedia.com/tokoeropa-1/turbo-kettle-stainless-1-liter-ehl1058-teko-listrik-ehl-1058,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kettle_TURBO_EHL1058_n4DzI9oYxO.png?updatedAt=1635401841983,,,,kompor-peralatan-masak-teko-listrik-turbo-ehl1058,Kompor & Peralatan Masak Teko Listrik Turbo EHL1058
https://ik.imagekit.io/eropa/products/LED_AQUA_LE50AQT6600UG_BCdKSnjE6XW.png?updatedAt=1635408067941,"[{""name"":""Berat"",""value"":""11 kg""},{""name"":""Panjang"",""value"":""1115,2 mm""},{""name"":""Lebar"",""value"":""60 mm""},{""name"":""Tinggi"",""value"":""642 mm""},{""name"":""Resolusi"",""value"":""3840x2160""},{""name"":""Rated input selection/impedance"",""value"":""120 W""},{""name"":""Ukuran Layar"",""value"":""50 Inch""},{""name"":""Sinyal Digital"",""value"":""DVB-T+C+T2+S2""},{""name"":""Flash memory"",""value"":""8G Byte NAND Flash""},{""name"":""Sistem Operasi"",""value"":""Android 9.0""},{""name"":""Hdr"",""value"":""4K HDR""},{""name"":""Usb"",""value"":""Yes 2""}]",TV / LED,50 Inch,Aqua,LE50AQT6600UG,,6070000,"<p>Fitur :<br />- Resolution 4K HDR<br />- SMART TV, ANDROID 9.0<br />- SMART AI - AI Smart voice by google assistant<br />- SMART AI - Android devices IoT Hub<br />- One touch remote for Netflix and Youtube<br />- Mobile remote app<br />- Bluetooth</p>","tv,led,50inch,aqua,tvdigital",https://www.tokopedia.com/tokoeropa-1/aqua-japan-le50aqt6600ug-smart-led-tv-50-inch,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/LED_AQUA_LE50AQT6600UG_BCdKSnjE6XW.png?updatedAt=1635408067941,,,,tv-led-50-inch-aqua-le50aqt6600ug,TV / LED 50 Inch Aqua LE50AQT6600UG
https://ik.imagekit.io/eropa/products/LED_LG_43LM5500BPTA_8LIlvP01k2m.png?updatedAt=1635552386843,"[{""name"":""Panjang"",""value"":""977 mm""},{""name"":""Lebar"",""value"":""615 mm""},{""name"":""Tinggi"",""value"":""87 mm""},{""name"":""Resolusi"",""value"":""1920 x 1080""},{""name"":""Rated input selection/impedance"",""value"":""43 W""},{""name"":""Ukuran Layar"",""value"":""43 Inch""},{""name"":""Audio Power Output"",""value"":""2.0 Ch. / 10W""},{""name"":""Hdmi"",""value"":""1 Port""},{""name"":""Usb"",""value"":""1 Port\n\n""}]",TV / LED,43 Inch,LG,43LM5500PTA,,4366500,<p>Fitur :<br />- TV Full HD Dengan Tingkatan Baru<br />- Dynamic Color Enhancer<br />- Prosesor Quad Core Awal Penciptaan Gambar Nampak Hidup<br />- Virtual Surround Plus Memenuhi Ruangan<br />- Dynamic Color<br />- USB Movie<br />- Resolution Upscaler<br />- HDMI<br />- Quick Acces</p>,"tv,43inch,LG",https://www.tokopedia.com/tokoeropa-1/led-tv-lg-43-inch-43lm5500pta-43lm5500-fullhd-dvb-t2-hdmi-usbmovie,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/LED_LG_43LM5500BPTA_8LIlvP01k2m.png?updatedAt=1635552386843,,,,tv-led-43-inch-lg-43lm5500pta,TV / LED 43 Inch LG 43LM5500PTA
https://ik.imagekit.io/eropa/products/Kulkas_SHARP_SJX197W-DW_TEhjIvQyH8G.png?updatedAt=1635552903222,"[{""name"":""Berat"",""value"":""28 kg""},{""name"":""Panjang"",""value"":""575 mm""},{""name"":""Lebar"",""value"":""535 mm""},{""name"":""Tinggi"",""value"":""1212 mm""},{""name"":""Rated input selection/impedance"",""value"":""90 W""},{""name"":""Power Supply"",""value"":""220 - 240 V""},{""name"":""Pintu"",""value"":""steel plate""},{""name"":""Cooling System"",""value"":""Direct Cooling""},{""name"":""Warna"",""value"":""Black with dandelion pattern white""},{""name"":""Capacity"",""value"":""(Gross/Netto) : 185/170 L""},{""name"":""Refrigrant"",""value"":""HFC-134a""},{""name"":""Defrosting"",""value"":""Semi Automatic""}]",Kulkas,1 Pintu,Sharp,SJX197WDW,,2098500,<p>Fitur :<br />- 185 Liter / 170 Liter<br />- Direct Cooling System<br />- Double Freezer<br />- Flat Door with Magneglas Steel Plate<br />- Tempered Glass Tray<br />- Low Voltage<br />- Full Insulation<br />- Washable Gasket<br />- Fresh Room<br />- Semi Automatic Defrost System</p>,"kulkas1pintu,kulkassharp,sharp",https://www.tokopedia.com/tokoeropa-1/lemari-es-sharp-sjx197wdw-kulkas-sharp-1-pintu-sjx-197-wdw-sj-x197,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kulkas_SHARP_SJX197W-DW_TEhjIvQyH8G.png?updatedAt=1635552903222,,,,kulkas-1-pintu-sharp-sjx197wdw,Kulkas 1 Pintu Sharp SJX197WDW
https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRA16BNR_-1ud6ATnFdB.png?updatedAt=1635590883568,"[{""name"":""Berat"",""value"":""36 kg""},{""name"":""Panjang"",""value"":""513 mm""},{""name"":""Lebar"",""value"":""530 mm""},{""name"":""Tinggi"",""value"":""1212 mm""},{""name"":""Rated input selection/impedance"",""value"":""80 W""},{""name"":""Power Supply"",""value"":""220 Volt / 50 Hz""},{""name"":""Capacity"",""value"":""160 L""},{""name"":""Handle"",""value"":""Yes""},{""name"":""Refrigrant"",""value"":""R134a""}]",Kulkas,1 Pintu,Polytron,PRA16BNR,,1772000,<p>Fitur :<br />- Egg Pocket<br />- Jumbo Freezer<br />- Tempered Glass Rack<br />- Adjustable Rack<br />- Perfect Door Sealed</p>,"kulkas1pintu,kulkaspolytron,polytron",https://www.tokopedia.com/tokoeropa-1/kulkas-1-pintu-polytron-belezza-pra-16-bnr-handle,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRA16BNR_-1ud6ATnFdB.png?updatedAt=1635590883568,,,,kulkas-1-pintu-polytron-pra16bnr,Kulkas 1 Pintu Polytron PRA16BNR
https://ik.imagekit.io/eropa/products/Kulkas_AQUA_AQRD190S_sFfsFCAv6cQL.png?updatedAt=1635591289824,"[{""name"":""Berat"",""value"":""27 kg""},{""name"":""Panjang"",""value"":""486 mm""},{""name"":""Lebar"",""value"":""554 mm""},{""name"":""Tinggi"",""value"":""1260 mm""},{""name"":""Rated input selection/impedance"",""value"":""80 W""},{""name"":""Capacity"",""value"":""160 L""},{""name"":""Refrigrant"",""value"":""R134a""}]",Kulkas,1 Pintu,Aqua,AQRD190S,,1780500,<p>Fitur :<br />- Low Voltage Running<br />- Dry Box<br />- Tempered Glass Tray<br />- Freezer Box</p>,"kulkas1pintu,kulkasaqua,aqua",https://www.tokopedia.com/tokoeropa-1/aqua-kulkas-1d-aqrd190s-aqrd190,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kulkas_AQUA_AQRD190S_sFfsFCAv6cQL.png?updatedAt=1635591289824,,,,kulkas-1-pintu-aqua-aqrd190s,Kulkas 1 Pintu Aqua AQRD190S
https://ik.imagekit.io/eropa/products/Kulkas_AQUA_AQRD240S_VjjtMMtwR.png?updatedAt=1635591673122,"[{""name"":""Berat"",""value"":""39 kg""},{""name"":""Panjang"",""value"":""525 mm""},{""name"":""Lebar"",""value"":""585 mm""},{""name"":""Tinggi"",""value"":""1344 mm""},{""name"":""Rated input selection/impedance"",""value"":""80 W""},{""name"":""Cooling System"",""value"":""Multiflow Cool""},{""name"":""Warna"",""value"":""Silver""},{""name"":""Capacity"",""value"":""169 L""}]",Kulkas,2 Pintu,Aqua,AQRD240S,,2454000,<p>Fitur :<br />- Multi Air Flow<br />360 derajat pendinginan yang merata di setiap kompartemennya.<br /><br />- Full Insulation<br />Teknologi yang memungkinkan proses pendinginan berlangsung lebih cepat dan pemakaian energi semakin hemat.<br /><br />- Bigger Vegetable Box<br />Kotak berukuran lebih besar untuk menyimpan stok sayuran dan buah segar.</p>,"kulkas2pintu,kulkasaqua,aqua",https://www.tokopedia.com/tokoeropa-1/kulkas-aqua-2-pintu-aqua-aqr-d240-s-series-murah-garansi-resmi,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kulkas_AQUA_AQRD240S_VjjtMMtwR.png?updatedAt=1635591673122,,,,kulkas-2-pintu-aqua-aqrd240s,Kulkas 2 Pintu Aqua AQRD240S
https://ik.imagekit.io/eropa/products/Kulkas_PANASONIC_NRAF191SPK_LDftMEdZWZ2.png?updatedAt=1635592665753,"[{""name"":""Berat"",""value"":""27 kg""},{""name"":""Panjang"",""value"":""525 mm""},{""name"":""Lebar"",""value"":""509 mm""},{""name"":""Tinggi"",""value"":""1202 mm""},{""name"":""Power Supply"",""value"":""220 Volt / 50 Hz""},{""name"":""Pintu"",""value"":""Metal""},{""name"":""Warna"",""value"":""Hitam""},{""name"":""Capacity"",""value"":""164 L""},{""name"":""Refrigrant"",""value"":""R600a""},{""name"":""Noise Level"",""value"":""30dB or under""}]",Kulkas,1 Pintu,Panasonic,NRAF191SPK,,2142500,<p>Fitur :<br />- Jumbo Vegetable Case<br />- Direct Cooling<br />- Full-flat Door<br />- LaCurve Handle</p>,"kulkas1pintu,kulkaspanasonic,panasonic",https://www.tokopedia.com/tokoeropa-1/panasonic-nr-af191s-kulkas-1-pintu,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kulkas_PANASONIC_NRAF191SPK_LDftMEdZWZ2.png?updatedAt=1635592665753,,,,kulkas-1-pintu-panasonic-nraf191spk,Kulkas 1 Pintu Panasonic NRAF191SPK
https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRA17MNX_lscX6JrGTxx.png?updatedAt=1635595674289,"[{""name"":""Berat"",""value"":""32 kg""},{""name"":""Panjang"",""value"":""540 mm""},{""name"":""Lebar"",""value"":""538 mm""},{""name"":""Tinggi"",""value"":""1121 mm""},{""name"":""Rated input selection/impedance"",""value"":""75 W""},{""name"":""Power Supply"",""value"":""220v/50hz""},{""name"":""Warna"",""value"":""Hitam""},{""name"":""Capacity"",""value"":""170 L""},{""name"":""Refrigrant"",""value"":""R 134a""}]",Kulkas,1 Pintu,Polytron,PRA17MNX,,1907500,<p>Fitur :<br />- Twist &amp; Ice<br />-&nbsp;Egg Pocket<br />-&nbsp;Jumbo Freezer<br />-&nbsp;Tempered Glass Rack<br />-&nbsp;Adjustable Rack<br />-&nbsp;Perfect Door Sealed<br />-&nbsp;Defrost Button</p>,"kulkas1pintu,kulkaspolytron,polytron",https://www.tokopedia.com/tokoeropa-1/kulkas-polytron-belleza-1-pintu-170-liter-pra-17mnx,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRA17MNX_lscX6JrGTxx.png?updatedAt=1635595674289,,,,kulkas-1-pintu-polytron-pra17mnx,Kulkas 1 Pintu Polytron PRA17MNX
https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRA18BNR_Q6I9Jpmq6FuB.png?updatedAt=1635596266626,"[{""name"":""Berat"",""value"":""36 kg""},{""name"":""Panjang"",""value"":""513 mm""},{""name"":""Lebar"",""value"":""530 mm""},{""name"":""Tinggi"",""value"":""1212 mm""},{""name"":""Rated input selection/impedance"",""value"":""80 W""},{""name"":""Power Supply"",""value"":""220 V / 50 Hz""},{""name"":""Pintu"",""value"":""Tempered Glass Door""},{""name"":""Warna"",""value"":""Merah""},{""name"":""Capacity"",""value"":""180 L""},{""name"":""Refrigrant"",""value"":""R134a""}]",Kulkas,1 Pintu,Polytron,PRA18BNR,,1970000,<p>Fitur :<br />- Tempered Glass Rack<br />- Egg Pocket<br />- Adjustable Rack<br />- Jumbo Freezer<br />- Defrost Button<br />- Perfect Door Sealed</p>,"kulkas1pintu,kulkaspolytron,polytron",https://www.tokopedia.com/tokoeropa-1/kulkas-polytron-pra-18bn,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRA18BNR_Q6I9Jpmq6FuB.png?updatedAt=1635596266626,,,,kulkas-1-pintu-polytron-pra18bnr,Kulkas 1 Pintu Polytron PRA18BNR
https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRM21BNB_h0_Cvp0Xv.png?updatedAt=1635608311059,"[{""name"":""Berat"",""value"":""45 kg""},{""name"":""Panjang"",""value"":""546 mm""},{""name"":""Lebar"",""value"":""590 mm""},{""name"":""Tinggi"",""value"":""1410 mm""},{""name"":""Rated input selection/impedance"",""value"":""140 W""},{""name"":""Warna"",""value"":""Biru""},{""name"":""Capacity"",""value"":""210 L""},{""name"":""Ice Make"",""value"":""Ice Twist Tray""}]",Kulkas,2 Pintu,Polytron,PRM21BNB,,2671000,<p>Fitur :<br />- No Frost<br />- Tempered Glass Rack<br />- Jumbo Freezer Compartment<br />- 4D Quick Freezing<br />- Adjustable Rack<br />- Perfect Door Sealed</p>,"kulkas2pintu,kulkaspolytron,polytron",https://www.tokopedia.com/tokoeropa-1/kulkas-polytron-prm-21bn-glass-door-terbaru-by-polytron,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRM21BNB_h0_Cvp0Xv.png?updatedAt=1635608311059,,,,kulkas-2-pintu-polytron-prm21bnb,Kulkas 2 Pintu Polytron PRM21BNB
https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRW296Y_DKIAQtfuv.png?updatedAt=1635608736719,"[{""name"":""Berat"",""value"":""51 kg""},{""name"":""Panjang"",""value"":""626 mm""},{""name"":""Lebar"",""value"":""647 mm""},{""name"":""Tinggi"",""value"":""1690 mm""},{""name"":""Rated input selection/impedance"",""value"":""180 W""},{""name"":""Power Supply"",""value"":""220v/50hz""},{""name"":""Pintu"",""value"":""Metal Door""},{""name"":""Warna"",""value"":""Dark Grey (Y)""},{""name"":""Handle type"",""value"":""Recess Handle""},{""name"":""Capacity"",""value"":""260 L""},{""name"":""Refrigrant"",""value"":""R600a""}]",Kulkas,2 Pintu,Polytron,PRW296Y,,3632500,<p>Fitur :<br />- Variable Speed Inverter Compressor<br />- Luxurious Metal Door<br />- Jumbo Cabinet<br />- Low Voltage starting 160 Watt<br />- Photocatalytic Deodorizer<br />- Portable Ice Twist Tray<br />- Adjustable Tempered Glass Rack<br />- Automatic Defrost System<br />- Low Noise</p>,"kulkas2pintu,kulkaspolytron,polytron",https://www.tokopedia.com/tokoeropa-1/kulkas-2-pintu-polytron-260-liter-prw-296y,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kulkas_POLYTRON_PRW296Y_DKIAQtfuv.png?updatedAt=1635608736719,,,,kulkas-2-pintu-polytron-prw296y,Kulkas 2 Pintu Polytron PRW296Y
https://ik.imagekit.io/eropa/products/Kulkas_SHARP_SJ197ND-VB_6R42g_G3vSu.png?updatedAt=1635647773518,"[{""name"":""Berat"",""value"":""36 kg""},{""name"":""Panjang"",""value"":""535 mm""},{""name"":""Lebar"",""value"":""550 mm""},{""name"":""Tinggi"",""value"":""1275 mm""},{""name"":""Rated input selection/impedance"",""value"":""130 W""},{""name"":""Power Supply"",""value"":""220V""},{""name"":""Cooling System"",""value"":""Fan cooling system""},{""name"":""Warna"",""value"":""Biru""},{""name"":""Capacity"",""value"":""172 L""}]",Kulkas,2 Pintu,Sharp,SJ197NDVB,,2747000,<p>Fitur :<br />- New Flower Door Design<br />- Extra Big Freezer<br />- LED Lamp<br />- Big Vegetable Box<br />- Temperes Glass Tray</p>,"kulkas,kulkas2pintu,2pintu,sharp",https://www.tokopedia.com/tokoeropa-1/sharp-small-2-door-refrigerator-sj197nd,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kulkas_SHARP_SJ197ND-VB_6R42g_G3vSu.png?updatedAt=1635647773518,,,,kulkas-2-pintu-sharp-sj197ndvb,Kulkas 2 Pintu Sharp SJ197NDVB
https://ik.imagekit.io/eropa/products/Kulkas_SHARP_SJN192D-VR_LpDuqDctL3K.png?updatedAt=1635670687019,"[{""name"":""Berat"",""value"":""28 kg""},{""name"":""Panjang"",""value"":""550 mm""},{""name"":""Lebar"",""value"":""535 mm""},{""name"":""Tinggi"",""value"":""1205 mm""},{""name"":""Rated input selection/impedance"",""value"":""90 W""},{""name"":""Power Supply"",""value"":""220 - 240 V""},{""name"":""Cooling System"",""value"":""Direct Cooling""},{""name"":""Warna"",""value"":""Merah""},{""name"":""Capacity"",""value"":""184 L""},{""name"":""Refrigrant"",""value"":""HFC-134a""},{""name"":""Defrosting"",""value"":""Semi Automatic""}]",Kulkas,1 Pintu,Sharp,SJN192DVR,,1984500,<p>Fitur :<br />- 184 Liter / 175 Liter<br />- Direct Cooling System<br />- New Design Aurora and Color<br />- Tempered Glass Tray<br />- Low Wattage and Low Voltage<br />- Full Insulation<br />- Washable Gasket<br />- Fresh Room<br />- Semi Automatic Defrost System</p>,"kulkas,kulkas1pintu,1pintu,sharp",https://www.tokopedia.com/tokoeropa-1/kulkas-sharp-sj-n192d-sakura-vivid,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kulkas_SHARP_SJN192D-VR_LpDuqDctL3K.png?updatedAt=1635670687019,,,,kulkas-1-pintu-sharp-sjn192dvr,Kulkas 1 Pintu Sharp SJN192DVR
https://ik.imagekit.io/eropa/products/Kulkas_SHARP_SJX187MGDP_Iq8UA2kBhoY.png?updatedAt=1635671455253,"[{""name"":""Berat"",""value"":""27 kg""},{""name"":""Panjang"",""value"":""575 mm""},{""name"":""Lebar"",""value"":""535 mm""},{""name"":""Tinggi"",""value"":""1132 mm""},{""name"":""Rated input selection/impedance"",""value"":""90 W""},{""name"":""Power Supply"",""value"":""220 - 240 V""},{""name"":""Pintu"",""value"":""steel plate\n""},{""name"":""Cooling System"",""value"":""Direct Cooling""},{""name"":""Warna"",""value"":""Black with dandelion pattern pink""},{""name"":""Capacity"",""value"":""166 L""},{""name"":""Refrigrant"",""value"":""HFC-134a""},{""name"":""Defrosting"",""value"":""Semi Automatic""}]",Kulkas,1 Pintu,Sharp,SJX187MGDP,,1955500,<p>Fitur :<br />- 166 Liter / 157 Liter<br />- Direct Cooling System<br />- Flat Door with Magneglas Steel Plate<br />- Tempered Glass Tray<br />- Low Voltage<br />- Full Insulation<br />- Washable Gasket<br />- Fresh Room<br />- Semi Automatic Defrost System</p>,"kulkas,kulkas1pintu,1pintu,sharp",https://www.tokopedia.com/tokoeropa-1/kulkas-sharp-sjx-187-mg-lemari-es-1-pintu-sjx187mg-sjx-187mg-shine-corak-pink-dp,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kulkas_SHARP_SJX187MGDP_Iq8UA2kBhoY.png?updatedAt=1635671455253,,,,kulkas-1-pintu-sharp-sjx187mgdp,Kulkas 1 Pintu Sharp SJX187MGDP
https://ik.imagekit.io/eropa/products/Kulkas_SHARP_SJX187MG-DB_jsoyMeKuO.png?updatedAt=1635671736212,"[{""name"":""Berat"",""value"":""27 kg""},{""name"":""Panjang"",""value"":""575 mm""},{""name"":""Lebar"",""value"":""535 mm""},{""name"":""Tinggi"",""value"":""1132 mm""},{""name"":""Rated input selection/impedance"",""value"":""90 W""},{""name"":""Power Supply"",""value"":""220 - 240 V""},{""name"":""Pintu"",""value"":""steel plate\n""},{""name"":""Cooling System"",""value"":""Direct Cooling""},{""name"":""Warna"",""value"":""Black with dandelion pattern blue""},{""name"":""Capacity"",""value"":""166 L""},{""name"":""Refrigrant"",""value"":""HFC-134a""},{""name"":""Defrosting"",""value"":""Semi Automatic""}]",Kulkas,1 Pintu,Sharp,SJX187MGDB,,1955500,<p>Fitur :<br />- 166 Liter / 157 Liter<br />- Direct Cooling System<br />- Flat Door with Magneglas Steel Plate<br />- Tempered Glass Tray<br />- Low Voltage<br />- Full Insulation<br />- Washable Gasket<br />- Fresh Room<br />- Semi Automatic Defrost System</p>,"kulkas,kulkas1pintu,1pintu,sharp",https://www.tokopedia.com/tokoeropa-1/kulkas-sharp-sjx-187-mg-lemari-es-1-pintu-sjx187mg-sjx-187mg-shine-corak-biru-db,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Kulkas_SHARP_SJX187MG-DB_jsoyMeKuO.png?updatedAt=1635671736212,,,,kulkas-1-pintu-sharp-sjx187mgdb,Kulkas 1 Pintu Sharp SJX187MGDB
https://ik.imagekit.io/eropa/products/Lampu_Tornado_PHILIPS__L__15W_vvMdFXCgQvke.png?updatedAt=1635676977507,"[{""name"":""Berat"",""value"":""150 gram""},{""name"":""Panjang"",""value"":""6 cm""},{""name"":""Lebar"",""value"":""6 cm""},{""name"":""Tinggi"",""value"":""9 cm""},{""name"":""Power Supply"",""value"":""220-240 V""},{""name"":""Fitting"",""value"":""E27""},{""name"":""Warna"",""value"":""Putih""},{""name"":""Jenis"",""value"":""Tornado 15W""}]",Lampu,Tornado,Philips (L),15W,,52500,<p>Fitur :<br />- Lampu spiral<br />- Memiliki efek penghematan energi lebih dari 80%<br />- Cocok digunakan untuk menerangi ruangan rumah Anda<br />- Bertahan lebih lama dibandingkan lampu pijar</p>,"lampu,lamputornado,lampuneon,philips",https://www.tokopedia.com/tokoeropa-1/lampu-tornado-philips-5w-24w-hemat-listrik-15w,https://tinyurl.com/WATokoEropa,https://ik.imagekit.io/eropa/products/Lampu_Tornado_PHILIPS__L__15W_vvMdFXCgQvke.png?updatedAt=1635676977507,,,,lampu-tornado-philips-l-15w,Lampu Tornado Philips (L) 15W
